Unnamed: 0,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category,Year,Month,Day,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed
6289,Tokyo,Japan,116.3,82.26,80.87,17.08,2.79,186.83,4.95,20.39,5.31,182.39304531085352,64.49232323232323,,31.704545454545453,24.4,79.62239130434783,182.39304531085352,Unhealthy,2023,8,18,13.24,9.37
6290,Johannesburg,South Africa,132.38,68.86,10.84,23.36,6.46,103.19,13.45,39.85,3.43,190.69567966280292,57.86,,70.6,33.371428571428574,10.226415094339623,190.69567966280292,Unhealthy,2023,9,12,16.13,10.02
6291,London,UK,131.1,14.02,85.02,10.69,1.4,156.97,-3.35,41.42,13.95,190.0347734457324,12.98148148148148,,15.909090909090908,15.27142857142857,84.04304347826087,190.0347734457324,Unhealthy,2023,4,23,14.67,9.95
6292,Johannesburg,South Africa,72.74,157.12,54.17,38.63,3.88,45.86,16.05,69.8,11.19,159.90158061116966,102.04929292929292,,44.090909090909086,54.304358974358976,51.18108695652174,159.90158061116966,Unhealthy,2023,7,14,9.29,9.78
6293,New York,USA,71.75,175.47,96.59,22.28,9.09,143.06,19.59,58.34,19.5,159.3904109589041,111.13161616161617,,96.9,31.82857142857143,96.36760869565218,159.3904109589041,Unhealthy,2023,3,15,14.13,11.42
6294,Los Angeles,USA,121.56,137.66,5.52,1.18,8.84,19.89,25.34,94.57,12.53,185.10895679662804,91.91252525252526,,94.4,1.6857142857142855,5.2075471698113205,185.10895679662804,Unhealthy,2023,3,8,12.11,10.1
6295,Paris,France,10.7,71.04,92.32,42.26,7.2,169.45,2.14,38.71,18.81,44.583333333333336,58.9389898989899,,78.0,58.8651282051282,91.8191304347826,91.8191304347826,Moderate,2023,6,27,13.47,9.37
6296,New York,USA,97.28,191.38,73.85,35.59,6.01,52.21,-4.07,62.22,4.06,172.57239199157007,119.00626262626264,,66.1,,72.1445652173913,172.57239199157007,Unhealthy,2023,4,28,13.33,7.6
6297,London,UK,85.23,196.54,38.63,9.53,7.59,48.32,17.14,34.18,8.54,166.3505795574289,121.560202020202,,81.9,13.614285714285714,36.443396226415096,166.3505795574289,Unhealthy,2023,10,2,12.18,9.62
6298,Johannesburg,South Africa,103.68,136.19,49.74,22.66,6.66,98.73,9.99,96.27,3.09,175.87692307692308,91.18494949494948,,72.6,32.371428571428574,46.9245283018868,175.87692307692308,Unhealthy,2023,12,18,18.35,9.16
6299,Los Angeles,USA,101.05,94.59,42.53,10.22,8.85,47.45,8.62,35.72,5.86,174.51896733403584,70.59505050505051,,94.5,14.6,40.12264150943396,174.51896733403584,Unhealthy,2023,10,9,14.02,10.27
6300,Mexico City,Mexico,114.22,84.07,66.9,14.35,0.92,184.78,21.19,93.24,9.39,181.3190727081138,65.38818181818182,,10.454545454545457,20.5,64.74130434782609,181.3190727081138,Unhealthy,2023,3,12,14.92,10.36
6301,Johannesburg,South Africa,73.03,24.77,65.85,43.53,8.6,75.83,5.56,76.03,12.75,160.0513171759747,22.935185185185183,,92.0,60.46076923076923,63.62282608695652,160.0513171759747,Unhealthy,2023,11,11,16.9,11.25
6302,Moscow,Russia,25.19,186.91,37.52,6.25,0.83,99.14,15.93,56.21,14.09,78.52832618025752,116.79383838383838,,9.431818181818182,8.928571428571429,35.39622641509434,116.79383838383838,Poor,2023,2,1,17.85,10.47
6303,Tokyo,Japan,121.39,91.65,25.17,45.04,8.19,181.33,1.82,99.5,11.45,185.02118018967332,69.139898989899,,87.89999999999999,62.35794871794872,23.745283018867926,185.02118018967332,Unhealthy,2023,12,4,11.62,10.03
6304,Johannesburg,South Africa,105.8,190.92,15.52,10.99,8.88,198.74,30.76,19.24,1.36,176.97154899894625,118.77858585858586,,94.8,15.7,14.641509433962264,176.97154899894625,Unhealthy,2023,10,5,12.9,9.66
6305,Toronto,Canada,9.88,144.58,50.61,42.22,9.32,196.72,11.03,24.42,15.1,41.16666666666667,95.33757575757576,,99.2,58.81487179487179,47.74528301886792,99.2,Moderate,2023,9,28,16.8,11.04
6306,Paris,France,105.27,188.63,25.95,5.84,5.27,112.86,5.46,52.15,5.07,176.69789251844043,117.64515151515153,,58.7,8.342857142857143,24.4811320754717,176.69789251844043,Unhealthy,2023,7,28,15.15,10.3
6307,Bangkok,Thailand,121.43,55.34,70.77,38.15,4.82,97.44,38.04,44.91,10.72,185.0418335089568,51.16828282828283,,54.2,53.70128205128205,68.8636956521739,185.0418335089568,Unhealthy,2023,1,21,15.08,10.9
6308,Toronto,Canada,81.66,64.87,78.59,48.42,2.6,199.82,-2.42,53.33,10.09,164.5072708113804,55.88515151515152,,29.545454545454547,66.60461538461539,77.19369565217391,164.5072708113804,Unhealthy,2023,11,12,11.82,9.76
6309,Cairo,Egypt,74.0,163.33,28.33,15.11,9.77,196.37,24.31,85.22,14.79,160.55216016859853,105.1229292929293,,105.56206896551724,21.585714285714285,26.72641509433962,160.55216016859853,Unhealthy,2023,10,22,15.61,9.87
6310,Istanbul,Turkey,73.63,27.15,84.95,48.01,7.84,102.52,10.35,74.54,3.04,160.36111696522656,25.13888888888889,,84.4,66.08948717948718,83.96847826086957,160.36111696522656,Unhealthy,2023,5,12,11.93,10.77
6311,Rio de Janeiro,Brazil,117.15,49.53,80.47,4.56,1.53,199.49,13.51,62.39,1.23,182.83192834562695,45.86111111111112,,17.386363636363637,6.514285714285714,79.19630434782609,182.83192834562695,Unhealthy,2023,2,17,14.93,10.65
6312,Johannesburg,South Africa,78.44,32.68,44.71,42.95,4.04,76.94,9.17,62.61,14.39,162.84467860906216,30.25925925925926,,45.90909090909091,59.73205128205129,42.17924528301887,162.84467860906216,Unhealthy,2023,3,9,15.03,8.44
6313,Johannesburg,South Africa,91.48,13.49,62.24,3.89,8.34,136.58,5.46,26.56,19.03,169.57766069546892,12.49074074074074,,89.4,5.557142857142858,59.77739130434783,169.57766069546892,Unhealthy,2023,10,22,12.9,9.66
6314,Berlin,Germany,50.0,163.82,43.26,16.92,0.43,27.18,29.54,91.45,3.42,136.7035175879397,105.36545454545454,,4.886363636363636,24.17142857142857,40.81132075471698,136.7035175879397,Poor,2023,6,15,15.69,9.7
6315,London,UK,22.86,58.26,44.53,8.31,1.02,75.29,-8.75,84.31,7.53,73.62832618025752,52.61353535353536,,11.59090909090909,11.871428571428572,42.00943396226416,73.62832618025752,Moderate,2023,8,12,17.35,10.48
6316,Seoul,South Korea,108.15,75.23,50.08,46.89,6.58,150.14,9.6,59.19,17.6,178.18493150684932,61.01282828282829,,71.8,64.68230769230769,47.24528301886792,178.18493150684932,Unhealthy,2023,6,2,18.07,9.89
6317,Bangkok,Thailand,149.86,185.01,7.23,43.39,9.02,27.12,19.05,96.99,0.56,199.72118018967336,115.85343434343434,,96.2,60.2848717948718,6.820754716981132,199.72118018967336,Unhealthy,2023,1,7,15.08,10.9
6318,Toronto,Canada,50.83,172.25,98.03,32.35,1.31,44.48,13.19,36.37,10.93,138.7472361809045,109.53787878787878,,14.886363636363637,46.21428571428572,97.90152173913044,138.7472361809045,Poor,2023,11,11,11.82,9.76
6319,Johannesburg,South Africa,59.18,21.2,72.77,41.37,7.33,164.79,12.08,67.26,16.52,152.90010537407798,19.62962962962963,,79.3,57.74692307692308,70.9941304347826,152.90010537407798,Unhealthy,2023,2,24,13.49,10.69
6320,Bangkok,Thailand,144.77,198.66,36.86,23.62,5.83,44.17,33.34,32.74,19.71,197.09304531085357,122.60949494949494,,64.3,33.74285714285715,34.77358490566038,197.09304531085357,Unhealthy,2023,8,4,17.27,11.24
6321,Toronto,Canada,73.01,159.12,53.22,35.99,9.14,161.38,-2.07,12.83,19.35,160.04099051633298,103.03919191919192,,97.4,,,160.04099051633298,Unhealthy,2023,10,17,14.88,11.68
6322,London,UK,98.48,142.24,74.86,27.18,9.33,86.11,8.15,91.9,9.34,173.19199157007375,94.17939393939396,,99.3,38.82857142857143,73.22043478260869,173.19199157007375,Unhealthy,2023,8,16,17.35,10.48
6323,Moscow,Russia,115.57,170.69,23.88,38.75,6.27,153.45,16.89,70.04,14.71,182.01612223393045,108.76575757575758,,68.69999999999999,54.45512820512821,22.52830188679245,182.01612223393045,Unhealthy,2023,7,15,17.72,10.1
6324,Istanbul,Turkey,95.71,157.44,57.5,17.2,1.68,123.7,16.03,16.81,8.16,171.7617492096944,102.20767676767676,,19.09090909090909,24.57142857142857,54.72826086956522,171.7617492096944,Unhealthy,2023,5,6,11.93,10.77
6325,Moscow,Russia,125.63,114.06,67.64,5.44,7.84,152.6,2.46,51.84,6.74,187.2104320337197,80.23171717171718,,84.4,7.771428571428572,65.52956521739131,187.2104320337197,Unhealthy,2023,11,26,12.32,9.66
6326,Cairo,Egypt,6.69,139.31,94.8,24.64,5.19,16.29,32.01,39.0,11.14,27.875000000000004,92.72919191919192,,57.900000000000006,35.2,94.4608695652174,94.4608695652174,Moderate,2023,11,26,15.99,9.71
6327,Tokyo,Japan,34.73,95.81,73.43,6.73,4.58,153.89,14.01,86.57,4.8,98.59098712446352,71.19888888888889,,51.8,9.614285714285716,71.69717391304349,98.59098712446352,Moderate,2023,12,4,11.62,10.03
6328,Beijing,China,137.08,18.38,82.02,45.91,0.56,72.73,29.03,89.8,6.95,193.12244467860907,17.01851851851852,,6.363636363636364,63.45102564102564,80.84739130434782,193.12244467860907,Unhealthy,2023,7,21,13.81,10.01
6329,Moscow,Russia,101.2,150.32,62.14,46.85,4.6,26.1,9.33,12.25,2.1,174.5964172813488,98.17858585858583,,52.0,64.63205128205128,59.670869565217394,174.5964172813488,Unhealthy,2023,10,17,14.92,9.81
6330,Toronto,Canada,95.18,145.06,48.83,44.08,7.38,27.06,10.67,22.11,7.83,171.48809272918862,95.57515151515152,,79.8,61.15179487179487,46.06603773584906,171.48809272918862,Unhealthy,2023,5,24,15.6,10.43
6331,Johannesburg,South Africa,99.36,154.53,82.78,49.93,0.49,26.97,39.61,40.87,12.49,173.6463645943098,,,5.568181818181818,68.50179487179487,81.65695652173913,173.6463645943098,Unhealthy,2023,11,15,16.9,11.25
6332,Beijing,China,37.42,38.77,45.95,8.88,1.66,191.66,27.1,58.12,3.36,105.72763819095478,35.89814814814815,,18.863636363636363,12.685714285714289,43.34905660377359,105.72763819095478,Poor,2023,9,14,14.41,10.63
6333,Cairo,Egypt,46.11,101.06,66.45,45.68,6.35,109.11,22.53,71.76,19.74,127.12512562814072,73.79737373737373,,69.5,63.16205128205128,64.26195652173914,127.12512562814072,Poor,2023,7,14,14.35,9.43
6334,Toronto,Canada,112.18,24.5,79.69,12.52,7.38,23.61,39.65,33.41,5.07,180.26575342465756,22.685185185185187,,79.8,17.885714285714286,78.3654347826087,180.26575342465756,Unhealthy,2023,4,7,15.35,10.39
6335,Mexico City,Mexico,42.62,166.34,59.88,39.99,5.39,35.34,-5.22,27.09,18.33,118.53165829145728,106.61272727272728,,59.9,56.01307692307692,57.26347826086957,118.53165829145728,Poor,2023,10,17,16.43,9.97
6336,Cairo,Egypt,137.65,164.03,54.22,38.41,7.72,111.99,10.51,42.7,10.37,193.41675447839836,105.46939393939394,,83.19999999999999,54.02794871794871,51.23434782608695,193.41675447839836,Unhealthy,2023,9,6,12.59,9.66
6337,Seoul,South Korea,8.81,68.64,44.25,24.69,2.01,168.6,12.4,94.56,11.33,36.708333333333336,57.75111111111112,,22.840909090909086,35.27142857142857,41.74528301886792,57.75111111111112,Moderate,2023,9,13,10.64,10.96
6338,New York,USA,69.44,11.32,32.08,28.21,3.3,44.63,16.9,53.06,2.1,158.1976817702845,10.48148148148148,,37.5,40.3,30.264150943396224,158.1976817702845,Unhealthy,2023,4,27,13.33,7.6
6339,New York,USA,141.54,157.45,34.96,14.44,3.22,101.36,35.94,36.16,9.25,195.42528977871444,102.21262626262626,,36.59090909090909,20.62857142857143,32.9811320754717,195.42528977871444,Unhealthy,2023,3,13,14.13,11.42
6340,New York,USA,37.43,153.41,43.84,19.17,3.09,56.17,33.87,99.25,4.28,105.75226130653266,99.7079797979798,,35.11363636363636,27.38571428571429,41.35849056603774,105.75226130653266,Poor,2023,6,7,15.78,9.84
6341,Los Angeles,USA,75.45,84.02,26.9,31.58,2.39,24.38,35.39,71.03,6.67,161.3008429926238,65.36343434343434,,27.15909090909091,45.114285714285714,25.377358490566035,161.3008429926238,Unhealthy,2023,5,14,14.24,9.89
6342,New York,USA,146.92,46.31,10.03,46.14,5.38,192.12,24.49,38.21,18.33,198.2031612223393,42.87962962962963,,59.8,63.74,9.462264150943396,198.2031612223393,Unhealthy,2023,10,10,14.43,10.45
6343,Berlin,Germany,135.86,33.88,37.97,34.76,1.52,176.17,29.41,79.5,9.04,192.49251844046364,31.37037037037037,,17.272727272727273,49.65714285714286,35.820754716981135,192.49251844046364,Unhealthy,2023,10,7,14.03,10.94
6344,Paris,France,48.98,179.6,10.79,10.4,7.37,197.31,-8.59,21.7,1.63,134.19195979899496,113.17575757575756,,79.7,14.857142857142858,10.179245283018869,134.19195979899496,Poor,2023,9,11,11.91,9.29
6345,Berlin,Germany,24.96,87.46,5.22,40.19,2.48,119.61,-2.21,94.94,17.24,78.04463519313305,67.0660606060606,,28.18181818181818,56.26435897435897,4.9245283018867925,78.04463519313305,Moderate,2023,5,2,12.69,10.41
6346,Cairo,Egypt,101.21,65.73,92.12,28.23,0.87,192.18,19.15,75.78,6.68,174.60158061116965,56.31080808080808,,9.886363636363637,40.32857142857143,91.60608695652176,174.60158061116965,Unhealthy,2023,7,27,14.35,9.43
6347,Beijing,China,100.11,96.99,74.25,3.54,1.8,11.99,-3.72,94.41,14.59,174.0336143308746,71.7829292929293,,20.454545454545453,5.057142857142857,72.57065217391305,174.0336143308746,Unhealthy,2023,9,24,14.41,10.63
6348,London,UK,15.84,176.92,85.92,25.47,6.01,31.03,4.46,76.1,17.25,58.86523605150215,111.84929292929291,,66.1,36.385714285714286,85.00173913043479,111.84929292929291,Poor,2023,12,13,21.15,10.8
6349,Mexico City,Mexico,127.51,76.06,44.29,46.23,0.51,84.51,35.34,69.04,15.66,188.18113804004216,61.42363636363636,,5.795454545454545,63.85307692307692,41.783018867924525,188.18113804004216,Unhealthy,2023,1,21,14.83,10.6
6350,Tokyo,Japan,106.71,38.35,57.66,36.01,6.95,118.44,11.41,18.82,13.66,177.4414120126449,35.50925925925926,,75.5,51.0125641025641,54.89869565217391,177.4414120126449,Unhealthy,2023,3,3,12.58,9.96
6351,Bangkok,Thailand,97.64,193.29,18.69,35.06,9.8,19.81,-1.6,90.02,15.22,172.75827186512117,119.95161616161616,,106.0689655172414,,17.632075471698116,172.75827186512117,Unhealthy,2023,3,5,13.32,10.64
6352,Toronto,Canada,132.24,33.36,31.82,36.37,8.96,115.71,37.52,25.43,18.78,190.62339304531088,30.88888888888889,,95.6,51.46487179487179,30.0188679245283,190.62339304531088,Unhealthy,2023,5,23,15.6,10.43
6353,New York,USA,49.3,163.75,49.42,19.18,9.62,168.73,25.53,29.66,13.8,134.97989949748742,105.33080808080808,,103.02758620689654,27.4,46.62264150943396,134.97989949748742,Poor,2023,6,2,15.78,9.84
6354,Moscow,Russia,141.38,28.16,15.04,41.24,3.61,115.11,-7.89,70.04,10.84,195.34267650158063,26.074074074074076,,41.02272727272727,57.58358974358975,14.188679245283016,195.34267650158063,Unhealthy,2023,1,17,14.36,10.98
6355,Johannesburg,South Africa,16.23,128.02,93.3,8.25,2.82,112.01,15.72,40.41,11.18,59.685407725321895,87.14121212121213,,32.04545454545454,11.785714285714286,92.86304347826086,92.86304347826086,Moderate,2023,10,12,12.9,9.66
6356,Mexico City,Mexico,41.59,21.24,91.08,4.7,9.58,94.29,39.4,31.7,17.47,115.99547738693468,19.666666666666664,,102.35172413793104,6.714285714285714,90.4982608695652,115.99547738693468,Poor,2023,5,20,14.2,11.91
6357,London,UK,32.91,29.58,43.99,35.1,1.73,191.28,34.57,65.16,10.39,94.76351931330473,27.38888888888889,,19.65909090909091,,41.5,94.76351931330473,Moderate,2023,7,1,14.74,9.75
6358,Rio de Janeiro,Brazil,105.49,66.05,54.84,8.98,2.41,135.69,18.52,90.4,0.53,176.81148577449946,56.46919191919192,,27.38636363636364,12.82857142857143,51.89478260869566,176.81148577449946,Unhealthy,2023,9,10,18.36,10.61
6359,New York,USA,57.82,61.53,37.49,29.49,5.3,79.05,39.26,23.27,5.49,152.19789251844043,54.2320202020202,,59.0,42.12857142857143,35.36792452830189,152.19789251844043,Unhealthy,2023,12,25,15.14,9.77
6360,Toronto,Canada,127.31,138.25,83.32,17.6,6.29,122.68,12.65,14.01,13.88,188.07787144362487,92.20454545454544,,68.9,25.142857142857142,82.23217391304347,188.07787144362487,Unhealthy,2023,10,13,14.88,11.68
6361,Toronto,Canada,147.21,134.29,91.35,14.84,3.07,120.41,18.82,29.22,5.21,198.3528977871444,90.24454545454546,,34.88636363636363,21.2,90.78586956521738,198.3528977871444,Unhealthy,2023,12,11,19.53,9.34
6362,Moscow,Russia,73.14,172.75,61.8,17.91,8.12,143.55,7.48,15.15,12.04,160.1081138040042,109.78535353535354,,87.19999999999999,25.585714285714285,59.30869565217391,160.1081138040042,Unhealthy,2023,9,2,13.62,10.21
6363,London,UK,92.06,196.5,38.67,13.06,0.8,101.16,24.51,47.77,18.99,169.87713382507903,121.54040404040404,,9.090909090909092,18.65714285714286,36.4811320754717,169.87713382507903,Unhealthy,2023,2,10,14.65,10.39
6364,New York,USA,52.44,66.95,18.11,21.72,7.42,117.78,36.58,89.59,6.54,142.71155778894473,56.91464646464647,,80.2,31.02857142857143,17.08490566037736,142.71155778894473,Poor,2023,8,1,19.02,9.37
6365,Los Angeles,USA,91.68,168.66,14.74,23.09,3.56,61.72,-9.31,55.26,9.87,169.6809272918862,107.7610101010101,,40.45454545454545,32.98571428571429,13.90566037735849,169.6809272918862,Unhealthy,2023,6,22,17.79,9.92
6366,Sydney,Australia,96.28,166.55,10.99,2.33,6.27,57.68,14.64,86.27,13.49,172.05605900948368,106.71666666666668,,68.69999999999999,3.3285714285714287,10.367924528301888,172.05605900948368,Unhealthy,2023,12,26,12.67,10.42
6367,Berlin,Germany,27.33,65.41,58.37,21.45,1.51,179.34,25.23,90.47,0.68,83.02875536480687,56.15242424242424,,17.15909090909091,30.642857142857142,55.655,83.02875536480687,Moderate,2023,11,11,13.73,10.82
6368,Rio de Janeiro,Brazil,15.04,192.81,63.6,3.63,0.52,187.92,-6.9,97.2,6.07,57.18283261802575,119.7140404040404,,5.909090909090909,5.185714285714286,61.22608695652174,119.7140404040404,Poor,2023,11,10,11.39,11.28
6369,Istanbul,Turkey,65.59,120.64,74.25,29.48,1.24,107.7,21.45,37.9,2.13,156.20979978925186,83.48848484848486,,14.09090909090909,42.114285714285714,72.57065217391305,156.20979978925186,Unhealthy,2023,7,5,17.52,10.12
6370,Mumbai,India,53.55,36.71,46.59,25.03,4.58,158.25,13.15,19.17,5.87,145.44472361809045,33.99074074074074,,51.8,35.75714285714286,43.95283018867925,145.44472361809045,Poor,2023,3,3,14.48,10.05
6371,Sydney,Australia,93.05,65.36,50.78,14.99,5.29,140.11,2.66,69.46,16.52,170.38830347734458,56.12767676767677,,58.9,21.414285714285715,47.905660377358494,170.38830347734458,Unhealthy,2023,4,17,17.07,9.6
6372,Seoul,South Korea,63.74,123.41,56.97,49.39,4.61,169.99,36.85,39.71,19.72,155.25458377239198,84.85949494949494,,52.1,67.82333333333334,54.16369565217392,155.25458377239198,Unhealthy,2023,4,23,14.31,11.81
6373,Cairo,Egypt,5.97,64.29,18.64,16.57,4.91,27.23,23.05,35.92,14.69,24.875,55.59808080808081,,55.1,23.67142857142857,17.58490566037736,55.59808080808081,Moderate,2023,5,5,15.47,12.16
6374,Johannesburg,South Africa,91.45,19.37,54.99,44.19,4.42,88.69,-6.23,84.78,18.11,169.56217070600633,17.935185185185187,,,61.29,52.05456521739131,169.56217070600633,Unhealthy,2023,7,21,9.29,9.78
6375,New York,USA,41.92,144.71,76.74,11.51,3.93,11.46,26.52,58.43,2.25,116.80804020100504,95.4019191919192,,44.65909090909091,16.442857142857143,75.22304347826086,116.80804020100504,Poor,2023,4,17,13.33,7.6
6376,Rio de Janeiro,Brazil,9.73,93.74,52.52,1.15,0.48,54.43,21.11,90.7,10.75,40.54166666666667,70.17434343434343,,5.454545454545454,1.6428571428571428,49.54716981132076,70.17434343434343,Moderate,2023,9,3,18.36,10.61
6377,Mumbai,India,74.55,77.34,5.7,2.3,1.22,44.51,6.46,55.34,1.89,160.83614330874605,62.05717171717172,,13.863636363636363,3.2857142857142856,5.377358490566038,160.83614330874605,Unhealthy,2023,11,16,14.19,10.18
6378,Dubai,UAE,31.33,125.65,67.39,16.33,5.41,166.91,10.01,77.28,3.16,91.44077253218884,85.96818181818182,,60.1,23.328571428571426,65.26326086956522,91.44077253218884,Moderate,2023,12,28,15.24,10.32
6379,Berlin,Germany,15.39,57.06,39.39,6.72,2.56,187.58,4.49,89.69,13.18,57.91888412017168,52.01959595959596,,29.09090909090909,9.6,37.16037735849056,57.91888412017168,Moderate,2023,1,23,14.14,8.83
6380,Tokyo,Japan,86.2,121.53,96.66,31.41,4.44,175.15,6.89,35.07,18.0,166.8514225500527,83.9289898989899,,,44.871428571428574,96.44217391304348,166.8514225500527,Unhealthy,2023,1,7,13.34,10.8
6381,Madrid,Spain,70.97,124.75,12.55,12.14,3.42,37.96,-7.36,78.99,17.31,158.98767123287672,85.52272727272728,,38.86363636363636,17.342857142857145,11.839622641509434,158.98767123287672,Unhealthy,2023,1,2,13.09,8.96
6382,Istanbul,Turkey,113.11,107.76,89.44,33.49,4.32,70.92,-6.81,15.51,11.57,180.7459430979979,77.11353535353535,,49.09090909090909,47.84285714285715,88.75130434782608,180.7459430979979,Unhealthy,2023,4,26,16.71,10.93
6383,Cairo,Egypt,44.78,156.19,41.78,17.04,7.75,162.04,13.92,56.35,16.78,123.8502512562814,101.5889898989899,,83.5,24.34285714285714,39.41509433962264,123.8502512562814,Poor,2023,5,12,15.47,12.16
6384,Moscow,Russia,16.44,31.55,50.95,12.58,6.68,23.27,0.28,60.78,8.76,60.12703862660945,29.212962962962965,,72.8,17.97142857142857,48.06603773584906,72.8,Moderate,2023,5,4,14.33,11.16
6385,Sydney,Australia,24.04,81.81,50.13,10.01,8.47,145.1,37.41,33.89,17.26,76.1098712446352,64.26959595959596,,90.7,14.3,47.29245283018868,90.7,Moderate,2023,6,5,19.58,9.76
6386,Rio de Janeiro,Brazil,133.61,118.02,56.96,5.77,3.33,23.82,37.02,68.78,2.24,191.33076923076925,82.19171717171717,,37.84090909090909,8.242857142857142,54.15304347826087,191.33076923076925,Unhealthy,2023,11,27,11.39,11.28
6387,Los Angeles,USA,40.6,21.18,72.69,41.58,1.27,180.8,26.72,65.0,14.49,113.55778894472364,19.61111111111111,,14.431818181818182,58.01076923076923,70.90891304347826,113.55778894472364,Poor,2023,1,17,15.53,11.57
6388,London,UK,25.36,156.48,20.26,15.86,4.23,110.12,19.71,90.07,5.08,78.88583690987124,101.73252525252524,,48.06818181818182,22.65714285714286,19.11320754716981,101.73252525252524,Poor,2023,12,1,21.15,10.8
