,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
5782,New York,USA,2023-07-20,32.83,149.67,19.08,3.31,1.79,122.52,-4.83,17.75,3.3,97.85686868686868,Moderate
5783,Rio de Janeiro,Brazil,2023-08-10,15.42,52.88,71.3,40.13,5.84,38.48,37.78,76.52,0.94,69.42826086956521,Moderate
5784,Bangkok,Thailand,2023-05-21,102.34,142.28,24.01,25.62,5.45,113.88,31.87,39.24,19.36,175.1850368809273,Unhealthy
5785,Istanbul,Turkey,2023-05-22,135.37,131.57,12.75,42.8,7.55,96.27,5.15,81.19,4.35,192.23951527924132,Unhealthy
5786,Beijing,China,2023-06-03,145.53,70.58,23.58,17.06,8.37,71.28,-6.58,60.84,15.22,197.4854583772392,Unhealthy
5787,Madrid,Spain,2023-10-10,33.41,30.08,49.72,47.11,5.46,175.35,18.65,82.03,1.39,95.81502145922747,Moderate
5788,Rio de Janeiro,Brazil,2023-08-04,63.77,68.81,23.62,20.45,1.82,169.99,34.96,54.11,12.94,155.27007376185458,Unhealthy
5789,Istanbul,Turkey,2023-08-11,129.99,146.92,73.12,17.24,0.45,14.53,12.3,44.06,11.07,189.46164383561643,Unhealthy
5790,Beijing,China,2023-05-26,43.62,110.64,51.14,31.59,4.45,108.34,-9.41,72.97,5.28,120.99396984924623,Poor
5791,Toronto,Canada,2023-09-01,73.59,88.14,47.23,48.5,4.26,154.96,-9.95,47.9,6.49,160.3404636459431,Unhealthy
5792,Paris,France,2023-04-14,137.52,31.42,5.5,20.1,9.7,31.62,30.29,71.83,6.38,193.34963119072708,Unhealthy
5793,Moscow,Russia,2023-02-27,26.89,172.37,94.28,20.52,1.49,124.0,32.93,85.96,12.01,109.59727272727272,Poor
5794,Moscow,Russia,2023-05-23,135.66,147.78,25.97,5.07,5.46,117.95,10.25,33.8,11.34,192.38925184404636,Unhealthy
5795,Dubai,UAE,2023-02-19,34.85,72.79,75.06,1.09,6.96,186.18,-2.66,47.65,16.72,98.84334763948499,Moderate
5796,Seoul,South Korea,2023-11-27,73.75,150.03,42.02,11.94,0.66,140.46,4.31,80.31,6.38,160.42307692307693,Unhealthy
5797,Mexico City,Mexico,2023-02-02,141.5,61.53,16.42,31.11,6.49,57.83,24.43,30.52,18.07,195.40463645943098,Unhealthy
5798,Mumbai,India,2023-10-22,21.98,59.46,45.18,4.1,1.95,127.85,-1.38,42.69,9.24,71.77768240343349,Moderate
5799,Johannesburg,South Africa,2023-06-26,105.21,187.21,13.86,43.8,9.61,87.69,-8.59,40.59,10.83,176.66691253951527,Unhealthy
5800,Seoul,South Korea,2023-12-04,17.32,16.44,88.88,37.71,0.15,44.08,33.49,55.03,7.92,88.15478260869565,Moderate
5801,Madrid,Spain,2023-10-14,148.31,174.55,67.26,33.32,2.53,21.7,36.08,78.28,19.38,198.92086406743942,Unhealthy
5802,Madrid,Spain,2023-09-27,116.51,143.89,82.52,15.95,9.52,55.56,31.92,85.59,2.35,182.50147523709168,Unhealthy
5803,Berlin,Germany,2023-08-14,101.19,194.34,78.1,17.88,8.59,135.75,2.46,45.38,10.25,174.59125395152793,Unhealthy
5804,Toronto,Canada,2023-05-25,90.99,155.79,23.55,1.04,9.48,188.86,9.09,69.62,5.0,169.32465753424657,Unhealthy
5805,Bangkok,Thailand,2023-08-08,117.79,34.39,34.09,22.8,8.95,195.38,24.73,58.74,16.64,183.16238145416227,Unhealthy
5806,Moscow,Russia,2023-08-25,51.08,88.18,78.61,18.94,6.1,54.02,37.7,93.93,2.83,139.36281407035176,Poor
5807,Los Angeles,USA,2023-06-22,55.31,94.99,90.91,7.93,6.97,115.02,28.87,88.15,8.55,149.778391959799,Poor
5808,Istanbul,Turkey,2023-04-04,35.24,194.95,20.38,41.87,7.54,118.4,26.88,38.26,2.28,120.77323232323232,Poor
5809,Johannesburg,South Africa,2023-05-16,144.62,114.25,56.79,6.45,9.14,175.11,17.89,65.25,17.01,197.01559536354057,Unhealthy
5810,Bangkok,Thailand,2023-08-20,17.32,174.08,21.2,31.46,9.59,129.39,16.07,90.98,7.97,110.44363636363637,Poor
5811,Rio de Janeiro,Brazil,2023-02-15,99.04,40.65,43.84,36.13,4.09,165.47,6.06,91.74,1.58,173.48113804004214,Unhealthy
5812,Mumbai,India,2023-03-10,50.92,108.3,48.64,17.95,3.48,176.86,0.03,55.37,2.92,138.96884422110554,Poor
5813,Paris,France,2023-02-02,148.92,82.08,93.04,27.17,2.24,58.3,14.67,10.1,11.32,199.2358271865121,Unhealthy
5814,London,UK,2023-06-16,115.23,177.91,37.96,34.93,8.63,25.89,35.61,43.86,3.25,181.84056902002106,Unhealthy
5815,Mumbai,India,2023-04-27,84.58,50.0,73.04,47.01,9.55,51.53,-2.11,99.23,16.13,166.01496311907272,Unhealthy
5816,Mexico City,Mexico,2023-01-26,92.82,80.86,64.78,37.23,1.18,183.06,38.61,15.12,7.25,170.2695468914647,Unhealthy
5817,Istanbul,Turkey,2023-02-22,82.34,56.68,57.66,36.48,7.3,24.84,19.59,46.72,4.67,164.85837723919917,Unhealthy
5818,Mumbai,India,2023-07-05,17.27,148.17,55.11,46.6,6.01,130.99,33.39,18.62,14.84,97.11444444444444,Moderate
5819,Moscow,Russia,2023-06-05,28.81,163.67,20.14,41.86,6.38,85.98,21.81,32.1,13.56,105.29121212121211,Poor
5820,Berlin,Germany,2023-08-10,39.78,121.73,40.98,14.18,7.45,104.01,25.54,92.0,5.9,111.53869346733669,Poor
5821,Paris,France,2023-12-03,127.02,56.8,84.26,32.62,3.83,121.35,-8.63,36.56,15.37,187.9281348788198,Unhealthy
5822,Mexico City,Mexico,2023-07-25,89.92,180.19,67.56,19.15,7.47,137.46,13.61,68.38,13.22,168.7721812434141,Unhealthy
5823,Johannesburg,South Africa,2023-01-17,59.99,104.5,20.35,45.53,6.34,100.87,-3.73,61.52,6.57,153.31833508956797,Unhealthy
5824,Dubai,UAE,2023-05-16,57.77,60.61,18.0,49.75,8.62,139.54,-2.07,18.76,18.26,152.17207586933614,Unhealthy
5825,Rio de Janeiro,Brazil,2023-06-14,107.04,44.84,39.26,23.11,2.14,101.63,5.33,69.11,4.08,177.6118018967334,Unhealthy
5826,Rio de Janeiro,Brazil,2023-03-15,108.88,83.63,50.46,15.19,4.43,23.12,15.48,97.69,16.1,178.5618545837724,Unhealthy
5827,Moscow,Russia,2023-10-19,32.81,127.55,82.9,44.19,7.63,37.67,32.76,15.75,0.52,94.55321888412018,Moderate
5828,Cairo,Egypt,2023-07-06,44.52,37.09,22.25,32.68,4.33,109.44,38.31,89.79,14.25,123.21005025125629,Poor
5829,Cairo,Egypt,2023-12-02,115.73,179.74,23.69,38.36,4.48,29.54,31.28,74.76,4.73,182.0987355110643,Unhealthy
5830,New York,USA,2023-03-15,96.14,138.1,27.65,43.94,3.36,48.92,-8.68,24.16,19.63,171.98377239199158,Unhealthy
5831,Cairo,Egypt,2023-06-26,71.79,138.37,37.57,9.78,8.66,197.38,17.2,63.96,2.95,159.41106427818758,Unhealthy
5832,New York,USA,2023-02-15,81.34,140.85,64.09,31.67,5.61,180.73,29.25,28.64,5.97,164.34204425711275,Unhealthy
5833,Seoul,South Korea,2023-12-05,11.51,128.51,63.47,48.42,9.82,150.09,24.11,37.93,3.35,106.40689655172415,Poor
5834,Johannesburg,South Africa,2023-09-10,97.34,97.32,71.16,4.89,1.72,172.46,24.51,58.15,13.38,172.60337197049526,Unhealthy
5835,Paris,France,2023-09-26,54.89,55.62,48.68,3.54,5.9,82.46,15.35,39.47,9.8,148.74422110552763,Poor
5836,Istanbul,Turkey,2023-12-16,137.31,56.66,76.16,18.87,2.26,135.11,24.59,15.47,16.26,193.24120126448895,Unhealthy
5837,Johannesburg,South Africa,2023-04-15,82.27,154.9,71.1,20.49,6.16,30.96,12.51,46.12,0.77,164.8222339304531,Unhealthy
5838,Beijing,China,2023-03-23,20.69,29.89,97.22,18.86,9.5,17.6,-4.66,41.65,8.12,101.0,Poor
5839,Dubai,UAE,2023-12-20,77.06,126.65,56.71,26.48,8.03,151.24,32.55,78.93,5.07,162.13213909378294,Unhealthy
5840,Los Angeles,USA,2023-08-28,62.64,167.09,37.68,8.91,4.21,10.67,23.97,33.06,15.09,154.68661749209696,Unhealthy
5841,Mumbai,India,2023-12-03,33.6,13.81,74.19,2.81,1.4,115.22,9.38,73.53,18.94,96.21459227467813,Moderate
5842,Berlin,Germany,2023-03-17,26.14,32.65,32.03,10.85,1.24,11.24,-0.96,23.5,15.82,80.52618025751073,Moderate
5843,Mexico City,Mexico,2023-04-13,104.97,34.26,17.44,44.91,3.19,148.8,-8.09,49.2,2.76,176.54299262381454,Unhealthy
5844,Berlin,Germany,2023-11-01,89.56,170.27,91.01,1.65,5.43,33.25,3.54,65.91,6.76,168.586301369863,Unhealthy
5845,Rio de Janeiro,Brazil,2023-03-12,31.15,11.8,83.11,19.66,0.72,92.15,-4.72,54.63,4.62,91.06223175965665,Moderate
5846,Tokyo,Japan,2023-03-04,7.7,167.69,71.0,38.67,3.01,114.34,-6.79,22.76,19.74,107.28090909090909,Poor
5847,Seoul,South Korea,2023-12-02,15.77,136.1,9.53,22.67,1.19,93.29,11.51,51.36,3.31,91.14040404040404,Moderate
5848,Mumbai,India,2023-01-09,95.32,53.16,43.71,35.14,6.13,120.75,2.6,96.24,3.17,171.56037934668072,Unhealthy
5849,Paris,France,2023-02-24,36.3,190.89,25.01,2.03,5.61,143.98,36.11,93.09,7.46,118.76373737373737,Poor
5850,Dubai,UAE,2023-06-22,143.31,71.65,52.05,12.39,2.19,84.33,17.24,37.78,5.64,196.33919915700739,Unhealthy
5851,Moscow,Russia,2023-09-08,137.35,17.3,16.43,40.28,1.13,159.48,14.64,43.06,9.76,193.2618545837724,Unhealthy
5852,Dubai,UAE,2023-07-18,146.0,59.34,90.12,25.16,5.9,27.74,16.48,93.42,6.05,197.72813487881982,Unhealthy
5853,Madrid,Spain,2023-09-14,112.03,143.14,44.35,34.44,8.91,126.31,26.1,57.6,11.11,180.18830347734456,Unhealthy
5854,Madrid,Spain,2023-07-02,140.76,75.91,6.54,8.63,7.55,46.14,-2.56,67.15,3.72,195.02255005268705,Unhealthy
5855,Rio de Janeiro,Brazil,2023-08-28,99.68,107.09,57.78,40.58,6.96,174.56,33.36,96.29,5.47,173.81159114857746,Unhealthy
5856,New York,USA,2023-06-06,88.75,45.12,71.7,6.29,9.43,68.2,28.97,51.0,16.05,168.16807165437302,Unhealthy
5857,London,UK,2023-10-24,89.73,61.94,66.57,19.04,2.3,33.49,17.84,73.34,8.49,168.6740779768177,Unhealthy
5858,Cairo,Egypt,2023-07-01,119.46,124.93,90.24,13.57,0.17,149.62,2.96,25.26,16.59,184.02465753424656,Unhealthy
5859,Mexico City,Mexico,2023-01-10,35.26,95.87,23.45,38.22,2.91,43.94,4.87,39.8,9.42,99.70557939914164,Moderate
5860,Berlin,Germany,2023-02-15,108.53,45.7,19.11,41.21,3.74,181.97,30.45,95.73,18.29,178.38113804004215,Unhealthy
5861,Beijing,China,2023-09-17,7.9,132.37,83.21,12.83,2.39,52.86,33.59,22.57,3.88,89.29424242424243,Moderate
5862,Berlin,Germany,2023-04-08,149.33,10.61,99.14,3.92,7.34,154.89,18.2,40.01,5.86,199.44752370916757,Unhealthy
5863,New York,USA,2023-11-27,14.86,60.47,84.62,15.38,0.49,128.85,-5.67,32.02,16.08,83.61695652173914,Moderate
5864,Bangkok,Thailand,2023-09-14,14.8,41.18,47.4,44.04,7.06,145.74,23.8,98.57,14.46,76.6,Moderate
5865,Dubai,UAE,2023-08-03,57.91,71.8,94.57,18.56,9.92,70.2,23.54,20.99,12.65,152.24436248682824,Unhealthy
5866,Seoul,South Korea,2023-07-15,62.67,140.05,29.02,25.25,2.59,148.69,37.08,88.29,14.47,154.70210748155955,Unhealthy
5867,Dubai,UAE,2023-11-22,60.94,156.19,17.33,38.53,1.2,128.85,-9.45,93.01,3.18,153.80885142255005,Unhealthy
5868,Johannesburg,South Africa,2023-10-01,124.89,50.62,73.48,39.38,3.12,173.29,-0.5,34.03,10.13,186.82834562697576,Unhealthy
5869,Seoul,South Korea,2023-09-17,18.87,115.15,98.71,22.26,6.84,132.13,1.72,81.18,4.02,98.62586956521739,Moderate
5870,Dubai,UAE,2023-04-02,73.39,33.92,56.78,33.33,8.87,146.34,1.84,81.65,10.33,160.23719704952583,Unhealthy
5871,Madrid,Spain,2023-07-02,116.82,30.23,14.53,48.34,4.65,104.69,30.34,23.51,17.55,182.66153846153847,Unhealthy
5872,Seoul,South Korea,2023-03-06,26.8,58.97,20.47,3.22,8.31,43.88,2.05,17.66,6.3,89.10000000000001,Moderate
5873,Berlin,Germany,2023-10-16,50.44,22.75,74.88,23.64,7.08,70.42,20.82,88.17,11.77,137.78693467336683,Poor
5874,New York,USA,2023-02-04,38.13,125.27,49.98,20.44,9.58,45.64,0.03,96.88,0.62,107.47587939698494,Poor
5875,Dubai,UAE,2023-05-23,125.36,22.97,80.6,11.49,7.66,102.8,29.69,22.34,19.96,187.07102212855636,Unhealthy
5876,Madrid,Spain,2023-03-28,109.64,77.11,11.91,44.71,9.05,86.6,20.63,16.61,10.18,178.95426765015807,Unhealthy
5877,Paris,France,2023-11-20,101.53,31.32,43.36,40.86,0.98,11.96,25.42,23.59,5.0,174.7668071654373,Unhealthy
5878,London,UK,2023-02-20,6.49,85.64,57.66,21.38,6.12,72.59,21.2,38.83,9.05,67.2,Moderate
5879,Cairo,Egypt,2023-08-10,108.82,141.6,74.09,3.01,1.52,35.87,-1.71,66.7,7.89,178.5308746048472,Unhealthy
5880,Mumbai,India,2023-08-03,9.12,197.12,95.16,18.25,4.91,15.1,11.41,10.73,4.53,121.84727272727272,Poor
5881,Bangkok,Thailand,2023-11-03,12.93,74.92,90.72,1.24,3.62,188.51,-5.98,88.98,19.43,90.11478260869566,Moderate
5882,Moscow,Russia,2023-11-19,70.37,134.76,57.02,47.59,8.25,152.98,-3.42,97.56,16.32,158.67787144362487,Unhealthy
5883,Seoul,South Korea,2023-11-21,124.87,77.32,14.68,1.54,6.21,191.87,16.18,35.86,4.3,186.81801896733404,Unhealthy
5884,Los Angeles,USA,2023-12-22,30.27,40.73,65.94,28.39,1.16,29.89,0.46,83.53,5.69,89.21158798283263,Moderate
5885,Berlin,Germany,2023-04-13,26.22,40.47,59.12,29.62,0.55,118.13,2.51,85.59,5.5,80.69442060085836,Moderate
5886,Mumbai,India,2023-02-02,68.61,60.08,12.73,24.4,5.67,124.78,21.04,10.59,6.76,157.7691253951528,Unhealthy
5887,Moscow,Russia,2023-11-25,106.5,189.85,90.73,10.29,5.89,39.66,5.86,23.72,13.38,177.33298208640673,Unhealthy
5888,Moscow,Russia,2023-08-04,137.02,154.47,57.63,28.56,5.35,75.77,32.46,25.55,10.74,193.09146469968388,Unhealthy
5889,Seoul,South Korea,2023-12-06,31.58,133.87,26.96,38.8,8.15,79.7,-1.01,82.26,8.48,91.96652360515021,Moderate
5890,Seoul,South Korea,2023-05-01,103.35,151.31,98.51,46.11,4.4,157.31,-3.62,43.76,0.59,175.70653319283457,Unhealthy
5891,Seoul,South Korea,2023-03-04,25.59,24.64,47.9,26.2,9.33,68.35,38.05,44.05,19.5,99.3,Moderate
5892,Tokyo,Japan,2023-10-02,14.35,192.48,86.94,37.09,2.39,119.52,11.01,84.38,11.61,119.55070707070706,Poor
5893,Los Angeles,USA,2023-11-11,62.68,170.2,85.95,20.99,8.71,126.57,4.84,71.29,12.39,154.7072708113804,Unhealthy
5894,Moscow,Russia,2023-07-19,10.6,64.93,76.81,27.95,7.62,11.15,-8.78,53.21,6.83,82.2,Moderate
5895,Toronto,Canada,2023-07-05,42.16,116.48,21.03,3.54,3.13,12.66,7.69,63.57,11.76,117.39899497487437,Poor
5896,Bangkok,Thailand,2023-01-04,119.8,63.31,28.33,19.67,1.46,67.52,27.96,12.94,1.85,184.20021074815594,Unhealthy
5897,Beijing,China,2023-04-14,118.17,119.83,29.1,19.36,8.61,148.88,18.96,76.07,15.08,183.35858798735512,Unhealthy
5898,Dubai,UAE,2023-12-17,22.64,107.99,67.89,8.17,9.98,57.74,3.29,78.62,5.56,109.11034482758622,Poor
5899,Moscow,Russia,2023-12-27,149.09,81.35,75.2,36.95,2.15,24.09,12.39,44.19,13.09,199.32360379346682,Unhealthy
5900,Tokyo,Japan,2023-10-14,9.83,42.91,19.73,30.16,2.35,173.55,19.01,82.29,3.33,43.08571428571429,Good
5901,Moscow,Russia,2023-02-18,104.33,111.31,15.45,19.87,1.48,184.91,25.83,88.06,16.41,176.21253951527925,Unhealthy
5902,Paris,France,2023-08-24,137.57,82.13,35.55,41.77,2.41,13.36,34.64,35.34,7.88,193.3754478398314,Unhealthy
5903,Madrid,Spain,2023-01-02,108.35,156.82,64.03,7.92,9.99,86.71,19.67,57.62,8.84,178.2881981032666,Unhealthy
5904,Rio de Janeiro,Brazil,2023-01-09,77.71,122.8,21.88,15.06,3.35,14.1,39.55,68.84,1.48,162.46775553213908,Unhealthy
5905,Bangkok,Thailand,2023-11-04,111.93,126.03,76.85,33.03,5.56,129.47,-3.15,20.77,5.2,180.13667017913593,Unhealthy
5906,Toronto,Canada,2023-09-28,100.71,113.14,29.79,37.01,8.13,83.4,11.35,81.63,10.1,174.34341412012645,Unhealthy
5907,Tokyo,Japan,2023-04-03,20.88,147.96,16.97,49.71,8.74,75.36,26.16,67.29,19.28,97.01050505050506,Moderate
5908,New York,USA,2023-03-01,105.26,26.9,68.4,45.89,3.01,198.5,16.05,69.12,18.41,176.6927291886196,Unhealthy
5909,Istanbul,Turkey,2023-11-01,7.63,30.96,83.61,37.47,3.68,38.57,5.04,13.65,11.09,82.54108695652174,Moderate
5910,Moscow,Russia,2023-03-17,110.0,153.2,7.16,35.1,4.69,37.9,16.19,78.43,2.47,179.14014752370917,Unhealthy
5911,Tokyo,Japan,2023-10-27,131.69,18.46,80.88,12.28,6.72,137.03,-8.79,59.32,1.98,190.33940990516334,Unhealthy
5912,Seoul,South Korea,2023-11-21,106.55,35.4,56.71,47.22,2.01,38.27,2.33,70.03,16.44,177.35879873551107,Unhealthy
5913,Mumbai,India,2023-03-16,81.86,143.66,56.85,14.04,2.52,160.02,1.31,32.36,16.59,164.6105374077977,Unhealthy
5914,Istanbul,Turkey,2023-07-20,13.84,90.65,89.2,9.86,2.45,145.07,1.7,43.63,13.89,88.49565217391304,Moderate
5915,Madrid,Spain,2023-01-14,41.3,58.83,95.79,9.96,5.25,154.51,31.64,58.49,9.35,115.28140703517587,Poor
5916,Seoul,South Korea,2023-06-06,106.71,160.8,13.49,27.13,5.98,48.45,39.76,29.41,13.27,177.4414120126449,Unhealthy
5917,New York,USA,2023-05-12,146.23,146.51,74.37,8.19,8.01,115.52,10.3,38.65,9.0,197.8468914646997,Unhealthy
5918,Mumbai,India,2023-09-20,92.68,54.88,78.15,32.27,3.03,90.54,38.06,62.76,8.81,170.1972602739726,Unhealthy
5919,Los Angeles,USA,2023-08-17,71.39,169.41,61.64,1.5,0.57,18.34,22.37,63.54,9.56,159.204531085353,Unhealthy
5920,London,UK,2023-01-18,107.79,49.36,5.75,1.19,1.76,180.82,-4.39,38.42,14.47,177.99905163329822,Unhealthy
5921,Madrid,Spain,2023-12-23,43.77,25.59,54.76,36.35,3.06,97.71,34.22,73.24,16.7,121.36331658291458,Poor
5922,Toronto,Canada,2023-06-07,132.57,11.81,56.11,23.33,2.62,114.4,35.38,78.58,8.72,190.79378292939936,Unhealthy
5923,Berlin,Germany,2023-01-11,13.92,183.59,96.39,28.67,9.37,28.41,3.81,19.98,6.83,115.15060606060607,Poor
5924,Paris,France,2023-10-07,53.68,165.02,71.31,23.64,5.45,62.77,-4.94,75.56,1.99,145.764824120603,Poor
5925,Toronto,Canada,2023-02-27,148.72,76.43,58.78,14.81,6.65,55.16,37.72,58.34,2.3,199.13256059009484,Unhealthy
5926,Madrid,Spain,2023-04-07,26.37,94.77,6.37,15.56,7.66,126.29,11.47,23.47,16.06,82.6,Moderate
5927,Istanbul,Turkey,2023-07-13,119.65,70.73,71.82,39.17,9.5,50.34,10.64,22.5,14.69,184.122760800843,Unhealthy
5928,Rio de Janeiro,Brazil,2023-11-08,113.18,84.9,96.98,19.63,7.52,83.74,11.26,29.4,0.55,180.78208640674396,Unhealthy
5929,Seoul,South Korea,2023-07-02,49.2,173.01,37.17,11.64,2.37,112.17,-3.84,13.38,6.25,134.73366834170855,Poor
5930,Seoul,South Korea,2023-01-11,109.42,12.59,64.43,14.06,9.99,110.75,1.64,15.21,8.09,178.84067439409904,Unhealthy
5931,New York,USA,2023-01-04,52.52,104.37,8.52,24.08,9.21,116.54,17.84,37.36,10.7,142.90854271356784,Poor
5932,Mexico City,Mexico,2023-11-01,32.8,74.9,25.17,3.69,0.75,12.8,20.92,74.08,1.21,94.53218884120172,Moderate
5933,Beijing,China,2023-09-12,48.3,29.42,65.82,41.71,8.07,197.54,24.04,77.41,8.07,132.5175879396985,Poor
5934,Toronto,Canada,2023-08-19,33.67,35.68,59.96,12.09,6.27,20.49,9.72,74.02,2.79,96.3618025751073,Moderate
5935,Cairo,Egypt,2023-09-24,71.56,117.56,92.51,20.28,9.29,165.57,1.97,12.97,4.67,159.2923076923077,Unhealthy
5936,Johannesburg,South Africa,2023-06-17,125.23,93.57,57.33,46.24,8.83,12.03,10.44,45.53,13.51,187.00389884088514,Unhealthy
5937,Rio de Janeiro,Brazil,2023-10-26,115.47,161.74,80.32,42.44,1.28,41.09,9.0,80.07,13.13,181.96448893572182,Unhealthy
5938,Los Angeles,USA,2023-02-10,60.9,122.69,41.89,12.52,6.58,78.82,-2.12,29.28,10.7,153.7881981032666,Unhealthy
5939,Moscow,Russia,2023-06-16,143.41,185.0,36.36,5.99,9.46,42.46,-0.03,16.99,1.48,196.390832455216,Unhealthy
5940,Berlin,Germany,2023-03-16,26.54,104.03,96.33,4.9,3.81,27.24,-1.43,27.78,4.07,96.09065217391304,Moderate
5941,Tokyo,Japan,2023-06-07,89.3,198.99,30.73,8.51,8.9,42.32,5.74,58.06,18.2,168.45205479452054,Unhealthy
5942,Madrid,Spain,2023-04-06,67.16,49.35,64.19,12.89,1.09,173.74,2.21,85.59,7.39,157.0204425711275,Unhealthy
5943,Istanbul,Turkey,2023-04-15,116.77,196.17,59.39,4.61,0.38,153.1,19.52,53.64,7.37,182.63572181243416,Unhealthy
5944,Madrid,Spain,2023-06-25,111.35,48.46,99.51,44.47,4.15,195.04,38.87,52.68,7.23,179.83719704952583,Unhealthy
5945,Beijing,China,2023-03-02,90.97,108.06,65.82,39.49,2.03,69.47,8.82,93.17,16.53,169.31433087460485,Unhealthy
5946,Berlin,Germany,2023-10-17,126.37,90.17,76.08,21.34,6.85,79.63,-3.3,24.73,0.61,187.59251844046366,Unhealthy
5947,Berlin,Germany,2023-09-05,123.95,138.7,28.72,5.67,2.59,133.25,32.94,30.97,18.04,186.34299262381455,Unhealthy
5948,Bangkok,Thailand,2023-01-01,146.15,17.85,8.16,26.3,6.47,32.08,-2.45,40.91,18.89,197.8055848261328,Unhealthy
5949,Sydney,Australia,2023-08-02,26.04,90.62,83.22,10.13,2.68,198.44,39.75,69.94,3.31,82.12565217391304,Moderate
5950,Johannesburg,South Africa,2023-03-21,18.76,99.62,55.81,46.96,6.01,16.84,36.3,13.44,16.27,73.08464646464647,Moderate
5951,London,UK,2023-08-06,71.29,139.56,61.42,25.73,5.75,27.83,20.7,94.11,1.9,159.15289778714435,Unhealthy
5952,New York,USA,2023-11-24,50.41,170.73,98.35,24.19,0.45,48.01,-4.21,73.82,6.43,137.71306532663317,Poor
5953,Dubai,UAE,2023-02-16,37.94,44.92,84.58,31.09,9.45,13.11,4.57,30.7,11.41,107.00804020100502,Poor
5954,Paris,France,2023-12-07,73.45,112.48,45.6,22.49,3.82,109.79,33.08,71.63,15.22,160.268177028451,Unhealthy
5955,Moscow,Russia,2023-03-21,68.75,60.07,12.69,37.95,7.81,89.86,-0.17,41.91,8.69,157.8414120126449,Unhealthy
5956,Johannesburg,South Africa,2023-12-07,49.39,61.62,33.2,28.7,2.15,70.99,1.71,35.16,3.02,135.20150753768846,Poor
5957,Toronto,Canada,2023-12-13,25.88,176.39,91.0,31.57,9.93,17.9,16.3,60.29,13.1,111.58696969696969,Poor
5958,Seoul,South Korea,2023-06-25,73.37,30.29,75.62,1.91,1.91,175.92,-5.78,86.88,2.41,160.22687038988408,Unhealthy
5959,Paris,France,2023-08-26,52.34,193.14,11.19,26.78,6.27,174.91,13.22,28.94,5.53,142.46532663316583,Poor
5960,Los Angeles,USA,2023-06-18,20.99,14.12,24.87,48.87,8.68,155.62,6.99,31.71,6.06,92.8,Moderate
5961,Istanbul,Turkey,2023-12-12,137.27,191.76,93.73,36.74,4.39,154.33,25.46,93.28,7.28,193.22054794520548,Unhealthy
5962,Sydney,Australia,2023-12-01,71.48,160.99,6.99,42.96,1.07,37.0,17.07,72.69,15.31,159.2510010537408,Unhealthy
5963,Los Angeles,USA,2023-09-17,11.87,49.96,53.24,19.98,4.85,27.41,29.0,65.48,3.96,54.5,Moderate
5964,Bangkok,Thailand,2023-07-20,45.43,106.25,64.27,31.93,0.7,171.27,36.92,71.84,9.89,125.45075376884422,Poor
5965,Johannesburg,South Africa,2023-08-01,60.98,187.79,42.92,20.44,5.03,163.0,10.13,57.38,1.75,153.82950474183352,Unhealthy
5966,Moscow,Russia,2023-03-05,135.33,122.73,77.34,40.53,5.73,145.79,26.74,47.52,5.29,192.21886195995785,Unhealthy
5967,Berlin,Germany,2023-12-09,17.81,132.39,30.12,40.35,7.52,61.95,16.01,75.87,12.11,89.30414141414141,Moderate
5968,Dubai,UAE,2023-11-19,58.79,70.91,62.43,3.03,2.69,170.09,22.42,92.3,13.92,152.69873551106429,Unhealthy
5969,Rio de Janeiro,Brazil,2023-02-24,41.32,110.69,59.95,48.02,1.2,62.35,22.44,35.14,16.29,115.33065326633167,Poor
5970,Bangkok,Thailand,2023-10-19,129.09,143.54,37.45,1.15,2.33,117.97,8.93,80.91,13.94,188.99694415173866,Unhealthy
5971,Berlin,Germany,2023-12-25,111.06,129.6,73.95,19.94,5.62,30.08,6.93,30.17,16.25,179.68746048472076,Unhealthy
5972,Berlin,Germany,2023-01-13,119.58,184.04,88.56,10.05,6.44,131.09,1.18,94.13,2.86,184.08661749209693,Unhealthy
5973,Berlin,Germany,2023-05-04,137.92,175.12,90.11,43.76,9.08,49.7,23.29,57.16,18.25,193.55616438356162,Unhealthy
5974,Seoul,South Korea,2023-02-01,124.22,160.26,11.53,29.19,6.75,47.57,-6.29,53.34,17.62,186.48240252897787,Unhealthy
5975,New York,USA,2023-11-16,117.0,59.87,70.72,13.15,9.65,104.96,-7.22,83.76,9.31,182.754478398314,Unhealthy
5976,Dubai,UAE,2023-09-22,139.34,24.95,29.65,20.93,6.67,139.19,21.28,28.5,17.42,194.28935721812434,Unhealthy
5977,Madrid,Spain,2023-11-28,34.2,97.72,83.51,22.6,9.5,107.17,39.73,88.98,1.74,101.0,Poor
5978,Seoul,South Korea,2023-06-03,141.09,135.18,23.09,3.17,1.31,84.04,8.55,78.76,8.68,195.19293993677556,Unhealthy
5979,Tokyo,Japan,2023-06-20,28.13,80.09,42.18,26.5,8.38,143.69,19.41,44.7,3.57,89.80000000000001,Moderate
5980,Mexico City,Mexico,2023-10-16,122.32,72.41,78.62,19.24,1.95,87.26,13.15,26.05,3.09,185.5013698630137,Unhealthy
5981,Sydney,Australia,2023-11-15,61.14,192.94,87.73,3.52,0.15,87.74,-4.17,29.45,0.89,153.91211801896733,Unhealthy
