City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
Dubai,UAE,2023-08-23,45.44,131.36,42.22,27.83,6.04,114.95,30.1,34.46,10.34,263,Dangerous
Los Angeles,USA,2023-12-02,140.75,167.52,21.3,28.33,9.17,28.26,21.58,81.91,4.83,563,Dangerous
New York,USA,2023-08-17,148.65,90.34,28.88,20.34,7.8,92.86,25.3,80.12,13.86,595,Dangerous
Paris,France,2023-12-05,106.42,45.78,54.69,43.54,8.97,26.16,-4.09,64.5,4.31,426,Dangerous
Berlin,Germany,2023-08-14,31.66,121.07,65.83,29.34,2.81,133.33,19.55,52.53,14.63,242,Dangerous
Toronto,Canada,2023-10-12,83.29,128.47,11.73,10.51,7.71,10.37,34.4,84.2,7.25,333,Dangerous
Mumbai,India,2023-12-06,44.58,175.87,9.43,39.63,8.4,154.16,39.79,47.21,13.29,352,Dangerous
Mumbai,India,2023-09-22,129.33,152.23,46.9,48.6,3.72,154.83,10.55,78.88,12.09,517,Dangerous
Madrid,Spain,2023-09-03,68.4,31.68,34.77,40.43,2.93,185.3,38.11,74.2,5.27,274,Dangerous
New York,USA,2023-03-06,69.42,144.43,83.57,34.54,2.64,139.34,-6.66,84.3,14.26,289,Dangerous
Tokyo,Japan,2023-05-06,146.14,194.07,76.55,38.89,4.15,67.74,8.38,96.24,8.57,585,Dangerous
Istanbul,Turkey,2023-04-02,24.75,108.42,12.66,16.04,1.11,193.78,22.53,60.28,15.26,217,Dangerous
Mumbai,India,2023-09-25,25.1,172.68,11.66,46.08,0.69,141.02,20.11,91.02,1.85,345,Dangerous
Seoul,South Korea,2023-06-14,9.86,13.18,58.8,20.5,1.92,137.83,34.68,34.11,15.84,39,Moderate
New York,USA,2023-08-18,76.4,62.53,11.09,26.09,2.42,24.24,6.37,84.51,11.32,306,Dangerous
Los Angeles,USA,2023-08-16,119.37,49.37,40.71,45.53,5.53,174.37,3.97,19.37,9.85,477,Dangerous
Seoul,South Korea,2023-10-23,6.63,121.18,45.62,37.06,8.77,99.48,31.78,33.61,8.36,242,Dangerous
Istanbul,Turkey,2023-09-10,22.33,78.15,44.69,15.14,6.43,153.19,22.9,27.28,8.56,156,Dangerous
Beijing,China,2023-06-13,5.1,64.79,68.51,13.84,3.99,14.22,7.68,79.52,4.73,130,Unhealthy
Madrid,Spain,2023-10-28,32.55,85.12,73.08,16.32,2.67,103.39,22.15,21.18,4.81,170,Dangerous
Sydney,Australia,2023-07-14,76.84,21.59,12.23,10.47,3.31,186.98,-7.16,94.38,3.98,307,Dangerous
Seoul,South Korea,2023-02-16,85.03,123.33,69.54,1.71,2.28,150.86,35.36,80.18,1.62,340,Dangerous
Los Angeles,USA,2023-03-13,26.27,114.49,68.18,22.61,9.79,141.17,4.0,76.99,0.73,229,Dangerous
London,UK,2023-12-01,36.9,100.44,76.04,32.85,9.53,14.58,34.01,30.95,17.16,201,Dangerous
Moscow,Russia,2023-12-17,120.58,132.8,64.45,23.82,0.84,191.15,17.37,52.33,18.37,482,Dangerous
Toronto,Canada,2023-12-15,113.81,119.17,22.66,47.89,8.14,180.73,34.42,19.27,4.06,455,Dangerous
Toronto,Canada,2023-09-24,69.53,194.26,61.43,11.52,4.2,70.7,-7.51,14.57,14.8,389,Dangerous
Beijing,China,2023-03-08,109.05,156.42,99.45,31.74,7.08,166.16,20.89,75.21,16.65,436,Dangerous
Rio de Janeiro,Brazil,2023-05-14,13.23,91.16,31.39,15.55,9.25,126.3,34.82,98.17,5.19,182,Dangerous
Sydney,Australia,2023-07-21,93.42,53.4,25.78,2.75,9.71,193.81,17.22,73.77,18.59,374,Dangerous
Sydney,Australia,2023-12-13,77.9,169.86,12.01,25.66,1.27,48.36,7.79,50.49,16.29,340,Dangerous
Cairo,Egypt,2023-10-28,15.59,90.06,40.84,2.24,6.63,149.47,30.98,50.36,17.11,180,Dangerous
Seoul,South Korea,2023-10-27,30.5,182.24,82.89,48.68,1.44,171.36,24.01,27.75,7.27,364,Dangerous
New York,USA,2023-09-27,147.39,194.99,98.43,17.16,1.58,94.37,19.79,54.56,10.79,590,Dangerous
Johannesburg,South Africa,2023-12-04,139.57,36.4,67.3,9.34,6.09,40.7,24.44,26.23,4.88,558,Dangerous
Beijing,China,2023-11-25,27.4,31.68,76.65,16.56,4.42,97.29,18.88,11.19,6.44,110,Unhealthy
Beijing,China,2023-02-03,149.98,167.32,41.87,35.3,1.23,105.26,37.39,82.89,2.45,600,Dangerous
Madrid,Spain,2023-01-16,136.16,55.38,62.03,36.01,5.48,112.76,-9.89,71.58,16.78,545,Dangerous
London,UK,2023-06-27,72.85,74.28,10.59,23.37,3.86,124.78,-7.8,74.56,13.21,291,Dangerous
Cairo,Egypt,2023-12-09,106.52,55.09,67.09,19.36,0.4,40.82,9.33,16.29,12.39,426,Dangerous
Dubai,UAE,2023-06-06,15.86,47.77,21.98,36.34,5.36,92.88,3.49,97.22,9.88,96,Poor
Beijing,China,2023-09-19,136.49,35.55,17.11,38.95,9.21,78.37,-7.85,48.81,16.06,546,Dangerous
Tokyo,Japan,2023-01-17,79.19,96.7,25.69,30.95,0.86,186.23,5.43,54.16,2.82,317,Dangerous
Bangkok,Thailand,2023-11-22,50.07,136.12,36.93,41.43,1.63,32.79,38.09,69.73,19.68,272,Dangerous
Paris,France,2023-02-12,15.83,199.2,7.45,44.78,5.55,127.05,29.69,52.28,10.84,398,Dangerous
London,UK,2023-12-07,49.4,58.2,18.2,22.28,9.54,196.91,25.8,48.09,7.05,198,Dangerous
Istanbul,Turkey,2023-06-10,35.53,193.29,61.08,39.14,2.42,107.12,31.38,45.26,7.77,387,Dangerous
Sydney,Australia,2023-02-28,19.25,103.54,81.07,13.69,3.07,95.74,30.08,81.35,2.3,207,Dangerous
Tokyo,Japan,2023-11-15,140.49,183.8,35.1,31.89,7.47,151.67,25.4,68.84,10.5,562,Dangerous
Istanbul,Turkey,2023-04-18,22.77,50.69,65.89,48.0,6.22,136.57,39.05,36.02,4.51,101,Unhealthy
Moscow,Russia,2023-03-17,103.05,33.01,6.44,27.96,6.02,53.97,24.14,55.05,15.68,412,Dangerous
Mexico City,Mexico,2023-02-15,9.98,94.6,17.04,3.44,4.22,83.58,38.58,82.39,9.64,189,Dangerous
Istanbul,Turkey,2023-11-22,127.36,24.15,42.47,3.47,9.11,38.41,14.84,79.63,17.87,509,Dangerous
London,UK,2023-09-26,119.85,159.77,10.42,16.9,0.25,116.34,28.9,11.31,16.23,479,Dangerous
Dubai,UAE,2023-09-18,58.76,148.31,88.0,9.32,5.29,86.55,13.45,62.58,15.7,297,Dangerous
Paris,France,2023-10-23,124.1,125.48,95.86,33.1,2.9,140.15,18.59,89.79,11.88,496,Dangerous
Toronto,Canada,2023-04-27,110.58,81.01,56.49,48.47,2.75,185.99,9.85,99.58,13.44,442,Dangerous
Tokyo,Japan,2023-09-07,82.81,135.26,88.8,37.47,4.65,21.72,22.53,34.92,14.47,331,Dangerous
Dubai,UAE,2023-08-08,18.16,154.9,55.03,15.37,1.02,41.28,29.59,83.8,7.29,310,Dangerous
Sydney,Australia,2023-02-24,142.69,184.42,79.7,28.66,7.94,34.64,19.42,13.37,19.8,571,Dangerous
Bangkok,Thailand,2023-10-22,33.1,110.94,79.33,2.87,4.58,56.72,6.12,46.95,7.94,222,Dangerous
Toronto,Canada,2023-06-14,40.34,14.05,59.34,15.36,4.27,16.5,23.46,29.94,9.86,161,Dangerous
Los Angeles,USA,2023-08-01,51.33,181.54,5.68,35.14,0.75,174.93,22.87,85.14,11.17,363,Dangerous
Bangkok,Thailand,2023-09-19,23.36,147.22,55.73,38.96,7.55,85.99,-0.09,17.53,1.57,294,Dangerous
Paris,France,2023-07-25,104.29,116.97,60.69,44.5,5.78,100.61,11.7,18.83,17.42,417,Dangerous
Berlin,Germany,2023-10-24,105.56,104.45,79.98,39.75,8.54,124.83,5.33,78.86,5.73,422,Dangerous
Tokyo,Japan,2023-03-24,116.3,59.6,77.47,40.48,1.41,173.75,9.94,51.22,0.53,465,Dangerous
Mumbai,India,2023-08-27,95.75,57.64,26.91,40.69,6.06,53.68,26.62,68.33,8.42,383,Dangerous
Los Angeles,USA,2023-05-15,109.0,162.66,74.03,44.82,2.38,59.8,32.18,52.32,1.74,436,Dangerous
Istanbul,Turkey,2023-06-03,149.44,180.13,10.58,18.13,7.25,34.21,16.82,68.56,13.07,598,Dangerous
Berlin,Germany,2023-06-12,29.97,115.02,19.25,44.07,6.33,182.43,-7.77,11.95,13.47,230,Dangerous
London,UK,2023-09-24,141.73,63.16,74.68,48.01,8.3,193.08,36.99,70.67,6.45,567,Dangerous
Bangkok,Thailand,2023-10-03,141.53,159.1,24.33,41.46,0.44,42.96,-1.86,38.88,18.47,566,Dangerous
Madrid,Spain,2023-01-17,125.82,80.16,11.35,13.82,2.68,199.71,23.92,86.47,6.71,503,Dangerous
Paris,France,2023-09-13,145.47,81.67,67.36,8.8,7.38,186.31,-5.53,81.35,12.1,582,Dangerous
Paris,France,2023-11-15,130.64,14.85,76.73,28.83,4.89,90.89,7.46,32.6,11.3,523,Dangerous
Johannesburg,South Africa,2023-07-09,84.34,81.23,26.76,35.29,0.16,170.04,15.38,87.34,18.69,337,Dangerous
Istanbul,Turkey,2023-10-14,99.68,119.19,94.64,12.74,7.85,125.17,28.77,52.08,6.89,399,Dangerous
Beijing,China,2023-07-22,134.07,131.17,31.59,24.36,2.94,34.95,5.03,98.78,14.56,536,Dangerous
Istanbul,Turkey,2023-08-13,13.18,65.86,76.75,38.15,0.24,144.42,-0.25,97.41,6.49,132,Unhealthy
Mumbai,India,2023-01-24,42.6,68.71,85.7,20.06,3.92,25.79,23.69,70.23,1.12,170,Dangerous
Rio de Janeiro,Brazil,2023-04-20,20.43,189.37,25.61,23.41,5.6,23.92,5.8,32.36,12.91,379,Dangerous
Dubai,UAE,2023-01-07,19.93,92.69,23.43,20.14,1.42,100.78,21.15,96.71,2.67,185,Dangerous
Mexico City,Mexico,2023-04-16,74.39,106.78,32.36,11.75,2.2,50.79,0.97,99.45,16.83,298,Dangerous
Rio de Janeiro,Brazil,2023-10-14,129.46,72.45,97.56,17.8,4.1,52.09,32.0,31.96,1.12,518,Dangerous
London,UK,2023-05-18,67.8,98.93,36.96,16.47,1.78,85.61,31.94,26.1,3.79,271,Dangerous
Berlin,Germany,2023-03-01,85.53,114.05,75.29,42.86,6.73,109.89,-5.5,20.31,15.09,342,Dangerous
Mexico City,Mexico,2023-07-23,128.63,185.24,31.7,19.15,9.02,132.14,9.67,48.27,19.82,515,Dangerous
Tokyo,Japan,2023-04-06,112.23,97.41,29.62,14.06,8.8,134.97,12.52,66.31,9.55,449,Dangerous
Beijing,China,2023-04-23,72.93,80.3,46.52,25.89,0.44,66.23,18.82,70.11,3.08,292,Dangerous
Sydney,Australia,2023-12-06,87.99,197.25,29.12,24.13,6.31,153.71,3.5,19.73,18.95,394,Dangerous
London,UK,2023-07-08,90.89,128.4,76.52,17.6,5.09,136.87,28.83,43.04,11.38,364,Dangerous
Tokyo,Japan,2023-07-22,105.29,81.09,75.92,14.21,1.35,97.84,36.37,71.65,6.39,421,Dangerous
Mumbai,India,2023-06-14,71.62,19.84,70.29,12.68,7.22,101.57,-4.09,99.8,1.53,286,Dangerous
Mumbai,India,2023-03-10,61.19,133.55,45.37,3.17,7.45,157.87,15.96,12.73,5.97,267,Dangerous
Berlin,Germany,2023-05-19,125.66,138.14,24.58,4.66,3.74,105.86,14.24,63.14,3.17,503,Dangerous
Cairo,Egypt,2023-01-23,117.4,73.38,24.59,13.24,8.06,166.82,6.67,49.4,13.65,470,Dangerous
Los Angeles,USA,2023-05-19,135.61,165.63,21.24,17.98,5.62,169.98,-3.72,55.2,4.07,542,Dangerous
Seoul,South Korea,2023-07-24,58.22,193.62,13.78,4.09,4.63,43.28,27.06,53.27,9.17,387,Dangerous
Los Angeles,USA,2023-04-24,44.2,184.42,96.64,3.55,8.48,133.52,34.15,26.8,1.74,369,Dangerous
Dubai,UAE,2023-01-20,87.12,65.35,83.41,14.71,2.11,182.64,37.92,41.86,8.22,348,Dangerous
Paris,France,2023-10-08,126.75,188.06,75.25,39.19,6.49,23.6,17.11,58.89,3.59,507,Dangerous
Madrid,Spain,2023-11-12,9.22,24.12,52.65,35.78,2.41,13.6,13.34,17.28,0.9,48,Moderate
Sydney,Australia,2023-04-06,56.79,83.3,33.95,46.86,4.64,69.01,25.4,82.62,11.46,227,Dangerous
London,UK,2023-01-05,14.72,191.31,64.22,4.96,8.59,84.61,10.69,77.93,7.64,383,Dangerous
Toronto,Canada,2023-09-22,35.75,195.94,83.49,3.19,1.04,119.32,28.87,33.42,3.0,392,Dangerous
Dubai,UAE,2023-08-09,146.38,192.14,53.2,41.13,7.01,189.69,28.3,96.27,14.49,586,Dangerous
Berlin,Germany,2023-10-17,122.83,171.48,49.65,5.22,8.93,13.77,21.64,54.96,13.27,491,Dangerous
Johannesburg,South Africa,2023-08-11,64.99,23.66,35.84,6.54,4.95,57.56,13.28,31.22,7.82,260,Dangerous
Rio de Janeiro,Brazil,2023-08-02,68.17,148.57,81.46,8.64,4.24,59.82,27.75,42.57,8.93,297,Dangerous
Beijing,China,2023-03-03,27.12,198.92,19.43,41.53,0.13,124.96,-8.98,59.97,6.63,398,Dangerous
Rio de Janeiro,Brazil,2023-07-17,38.61,102.66,7.97,8.33,5.54,12.09,35.58,94.94,9.05,205,Dangerous
Cairo,Egypt,2023-10-25,49.52,149.52,82.33,19.09,0.17,149.48,15.11,59.99,3.99,299,Dangerous
Rio de Janeiro,Brazil,2023-06-21,36.54,75.29,62.73,49.3,3.91,139.77,26.99,16.12,1.19,151,Dangerous
Mumbai,India,2023-08-28,10.84,125.93,44.05,7.14,9.29,26.17,-0.79,54.04,11.17,252,Dangerous
New York,USA,2023-07-06,20.87,58.2,40.73,40.11,1.34,50.18,8.24,73.81,15.24,116,Unhealthy
Dubai,UAE,2023-10-15,136.24,197.82,54.65,28.93,7.4,26.89,9.18,39.25,2.4,545,Dangerous
New York,USA,2023-11-06,85.39,122.78,22.03,23.1,5.63,143.25,32.16,43.37,9.1,342,Dangerous
Bangkok,Thailand,2023-10-15,116.7,14.99,24.13,19.48,9.82,193.08,39.61,35.36,16.92,467,Dangerous
Toronto,Canada,2023-02-23,49.44,151.25,97.29,8.48,2.48,64.79,8.54,96.11,12.84,302,Dangerous
Madrid,Spain,2023-10-26,42.24,193.97,80.49,13.15,3.47,124.66,29.53,40.12,2.25,388,Dangerous
Los Angeles,USA,2023-09-25,60.31,67.26,63.3,47.25,1.45,122.17,9.66,26.42,10.44,241,Dangerous
Istanbul,Turkey,2023-05-20,28.42,79.87,68.31,49.99,7.1,44.48,9.77,13.34,10.8,160,Dangerous
Mexico City,Mexico,2023-12-28,38.6,11.53,31.15,19.5,3.39,57.3,26.24,18.49,3.07,154,Dangerous
Beijing,China,2023-01-11,61.01,127.25,5.51,42.33,1.9,114.04,29.97,56.14,1.62,254,Dangerous
London,UK,2023-05-16,127.87,199.0,20.21,26.7,9.84,90.04,37.04,16.09,18.3,511,Dangerous
Moscow,Russia,2023-08-16,85.77,193.98,12.08,2.92,5.78,148.55,22.45,82.22,2.25,388,Dangerous
Madrid,Spain,2023-06-18,69.75,85.07,76.15,32.42,6.63,154.56,-6.44,14.65,16.93,279,Dangerous
Berlin,Germany,2023-10-06,99.04,199.14,92.52,3.14,8.21,147.82,26.48,66.37,3.65,398,Dangerous
Rio de Janeiro,Brazil,2023-02-04,126.93,85.2,33.89,48.63,3.14,198.72,39.55,38.96,8.41,508,Dangerous
Beijing,China,2023-06-15,87.71,40.46,76.88,10.31,1.46,104.89,32.38,77.74,15.44,351,Dangerous
Toronto,Canada,2023-12-13,73.21,128.63,38.04,13.97,0.17,78.57,-5.83,21.4,13.59,293,Dangerous
Cairo,Egypt,2023-10-12,146.43,16.96,72.57,33.98,2.24,118.06,-1.51,57.98,15.26,586,Dangerous
Mexico City,Mexico,2023-09-28,40.79,119.06,92.41,31.06,5.62,62.33,23.18,43.02,15.91,238,Dangerous
New York,USA,2023-03-02,113.65,104.99,13.22,28.64,6.95,88.52,7.81,89.59,19.56,455,Dangerous
Mumbai,India,2023-09-26,111.9,35.08,79.46,20.92,4.27,176.19,1.87,40.85,11.35,448,Dangerous
Istanbul,Turkey,2023-07-28,98.11,137.76,10.38,36.39,1.43,135.62,23.03,98.61,2.2,392,Dangerous
Tokyo,Japan,2023-07-20,124.84,69.04,65.02,16.22,3.54,130.25,4.62,61.13,18.94,499,Dangerous
Rio de Janeiro,Brazil,2023-09-12,76.82,198.08,19.39,13.68,3.87,45.34,14.0,41.94,2.77,396,Dangerous
Rio de Janeiro,Brazil,2023-05-02,141.52,82.94,96.82,3.94,0.81,191.54,5.45,43.7,5.46,566,Dangerous
Dubai,UAE,2023-04-12,139.34,128.95,80.02,8.01,8.72,91.12,21.47,25.39,12.42,557,Dangerous
New York,USA,2023-06-26,105.68,125.56,97.18,8.65,5.22,10.52,19.26,67.46,2.95,423,Dangerous
Moscow,Russia,2023-02-22,74.43,44.98,88.98,26.64,4.66,161.73,33.15,97.81,10.92,298,Dangerous
Johannesburg,South Africa,2023-12-05,144.64,103.39,38.97,15.7,1.76,112.26,1.03,31.1,11.54,579,Dangerous
Moscow,Russia,2023-04-27,141.98,189.07,54.26,28.68,8.71,52.68,12.33,56.56,17.93,568,Dangerous
Rio de Janeiro,Brazil,2023-10-14,7.74,83.92,19.25,33.63,6.88,191.65,31.37,48.46,16.62,168,Dangerous
London,UK,2023-07-18,20.43,135.71,50.8,32.82,3.83,191.13,-7.04,58.4,11.73,271,Dangerous
Cairo,Egypt,2023-11-04,123.16,56.98,8.15,24.75,1.91,178.27,9.82,87.21,4.16,493,Dangerous
Mumbai,India,2023-06-16,86.86,133.32,13.71,19.43,1.2,192.09,31.91,92.32,7.1,347,Dangerous
Rio de Janeiro,Brazil,2023-02-19,64.6,129.75,90.28,34.19,8.87,116.77,21.12,20.74,9.48,260,Dangerous
Toronto,Canada,2023-05-23,139.84,150.1,24.85,2.24,6.22,71.27,39.42,81.73,11.87,559,Dangerous
Mumbai,India,2023-04-14,91.55,90.4,65.17,17.78,3.72,60.06,6.18,28.91,14.76,366,Dangerous
Mumbai,India,2023-04-12,134.58,165.58,89.35,27.4,4.15,120.72,2.73,30.53,14.2,538,Dangerous
Beijing,China,2023-01-22,33.44,57.52,10.02,4.7,6.25,36.45,-6.01,75.57,18.81,134,Unhealthy
Cairo,Egypt,2023-04-25,109.24,61.36,67.35,35.89,4.85,56.44,20.87,96.1,12.64,437,Dangerous
Sydney,Australia,2023-09-27,62.71,80.64,34.18,16.13,5.72,132.39,-6.74,52.46,3.78,251,Dangerous
Rio de Janeiro,Brazil,2023-07-23,149.71,164.95,42.52,15.59,5.44,53.46,-7.97,33.45,18.09,599,Dangerous
Moscow,Russia,2023-02-27,50.4,144.0,76.56,7.93,1.36,122.03,14.32,69.96,9.41,288,Dangerous
Istanbul,Turkey,2023-03-28,123.84,164.7,94.97,12.74,2.91,119.14,19.07,67.98,9.1,495,Dangerous
Istanbul,Turkey,2023-04-01,140.24,39.35,28.45,16.03,8.11,61.52,14.48,77.85,19.36,561,Dangerous
Bangkok,Thailand,2023-02-17,132.59,89.68,13.62,27.17,0.6,122.64,5.55,46.56,5.85,530,Dangerous
Seoul,South Korea,2023-03-28,60.43,184.94,7.59,40.43,1.95,155.73,31.42,86.69,18.27,370,Dangerous
Johannesburg,South Africa,2023-07-25,119.39,148.61,38.32,21.48,1.79,96.78,-2.62,89.28,9.27,478,Dangerous
Los Angeles,USA,2023-08-17,98.41,18.22,68.61,28.96,4.57,186.5,3.18,67.28,6.79,394,Dangerous
Johannesburg,South Africa,2023-11-17,132.43,170.28,39.09,11.19,3.68,81.53,14.66,91.73,13.79,530,Dangerous
Mumbai,India,2023-06-19,25.42,160.43,45.3,40.26,1.61,184.58,27.67,94.62,17.69,321,Dangerous
Seoul,South Korea,2023-06-14,122.02,38.45,83.22,39.4,3.53,37.22,34.23,50.85,10.8,488,Dangerous
Beijing,China,2023-02-01,100.75,29.09,15.08,28.43,2.57,59.57,32.25,66.72,2.64,403,Dangerous
Toronto,Canada,2023-09-25,13.04,198.0,12.53,8.15,2.73,142.64,36.59,29.74,16.96,396,Dangerous
Los Angeles,USA,2023-12-11,6.17,151.67,65.21,3.24,5.68,94.83,24.47,72.54,15.28,303,Dangerous
Sydney,Australia,2023-01-10,42.43,199.16,65.38,13.87,4.12,189.23,17.35,83.64,2.4,398,Dangerous
Seoul,South Korea,2023-04-07,88.23,124.6,67.69,14.03,2.37,176.78,9.88,32.22,18.72,353,Dangerous
Madrid,Spain,2023-04-04,94.14,53.52,62.49,6.47,2.85,147.32,-4.28,26.31,11.77,377,Dangerous
New York,USA,2023-03-01,33.64,90.04,98.15,6.16,6.17,173.41,6.6,95.76,9.07,180,Dangerous
Los Angeles,USA,2023-07-04,28.74,162.06,47.7,24.99,4.58,77.49,9.36,54.12,10.26,324,Dangerous
Los Angeles,USA,2023-12-24,70.95,78.03,87.68,13.21,5.22,163.61,36.16,29.04,10.18,284,Dangerous
Berlin,Germany,2023-08-25,10.53,89.38,89.8,43.92,3.08,108.77,11.27,42.01,16.31,179,Dangerous
London,UK,2023-03-10,138.28,138.3,37.58,26.69,4.52,145.65,3.52,67.55,9.92,553,Dangerous
Mumbai,India,2023-11-18,127.33,144.58,26.3,17.99,2.81,70.79,18.24,29.63,15.07,509,Dangerous
Sydney,Australia,2023-02-18,73.07,179.57,99.26,22.09,9.82,136.7,-5.56,27.36,18.73,359,Dangerous
Seoul,South Korea,2023-10-24,14.56,122.87,81.85,44.05,6.43,186.75,15.76,86.9,11.48,246,Dangerous
Paris,France,2023-06-27,51.4,148.47,60.13,30.15,2.41,125.62,-0.08,82.59,15.71,297,Dangerous
Toronto,Canada,2023-05-07,37.85,49.43,97.51,12.31,9.57,182.45,-9.65,83.58,13.01,151,Dangerous
Dubai,UAE,2023-02-20,83.07,79.31,68.47,14.36,3.11,35.11,0.05,31.79,5.04,332,Dangerous
Beijing,China,2023-11-13,21.41,119.64,89.05,25.73,6.5,49.25,33.13,77.53,16.12,239,Dangerous
Berlin,Germany,2023-06-11,127.76,196.25,33.91,10.83,0.97,113.59,37.66,13.64,1.8,511,Dangerous
Los Angeles,USA,2023-01-02,40.15,106.36,38.53,16.74,7.86,85.76,31.47,75.74,9.69,213,Dangerous
Beijing,China,2023-02-19,5.21,164.0,52.87,33.92,5.67,103.59,19.65,75.95,13.7,328,Dangerous
Berlin,Germany,2023-03-24,116.98,42.35,59.42,49.2,8.2,126.74,16.03,50.85,9.86,468,Dangerous
Mumbai,India,2023-10-17,147.96,164.18,6.44,26.37,5.2,65.71,8.18,60.96,1.06,592,Dangerous
Dubai,UAE,2023-06-17,103.95,94.6,41.19,42.24,7.46,112.3,17.5,45.35,5.64,416,Dangerous
Istanbul,Turkey,2023-08-06,56.53,58.16,29.85,29.78,9.88,63.87,-2.98,81.09,0.67,226,Dangerous
Madrid,Spain,2023-08-21,23.0,107.32,94.83,24.25,0.87,34.39,37.07,27.8,3.79,215,Dangerous
Madrid,Spain,2023-08-27,92.21,98.02,40.7,44.97,0.36,171.0,-2.04,72.52,18.23,369,Dangerous
Paris,France,2023-03-11,12.1,51.78,21.27,38.1,2.09,43.65,32.32,71.55,14.76,104,Unhealthy
Moscow,Russia,2023-04-28,106.84,11.02,70.22,23.18,6.2,85.18,20.54,55.26,17.52,427,Dangerous
Mexico City,Mexico,2023-06-05,93.14,86.07,21.05,36.53,5.03,117.65,27.79,70.3,13.75,373,Dangerous
Mumbai,India,2023-02-08,128.56,76.02,19.02,29.93,1.54,71.31,-0.64,17.34,16.09,514,Dangerous
Bangkok,Thailand,2023-01-01,104.65,129.93,87.44,46.85,7.19,134.22,22.43,28.17,15.7,419,Dangerous
Beijing,China,2023-02-03,10.02,59.16,7.36,5.58,7.85,157.03,12.6,58.89,3.23,118,Unhealthy
Beijing,China,2023-03-09,34.46,126.12,97.69,39.1,0.87,115.74,11.3,83.17,8.65,252,Dangerous
Berlin,Germany,2023-02-16,149.14,38.43,68.24,16.53,6.52,131.44,24.51,45.84,10.88,597,Dangerous
Berlin,Germany,2023-05-18,112.84,157.76,78.07,13.15,9.18,91.98,17.17,63.68,8.61,451,Dangerous
Cairo,Egypt,2023-04-05,33.98,107.85,94.08,17.05,3.92,147.44,33.8,79.89,17.56,216,Dangerous
Toronto,Canada,2023-11-09,105.6,198.05,31.17,46.61,6.97,193.57,-4.13,10.57,2.52,422,Dangerous
Toronto,Canada,2023-10-22,87.76,26.12,10.35,7.04,8.29,153.98,-9.87,31.78,2.89,351,Dangerous
Bangkok,Thailand,2023-02-02,96.64,143.36,48.17,40.65,9.58,198.17,-9.44,40.43,16.87,387,Dangerous
Tokyo,Japan,2023-07-03,50.2,19.93,67.99,11.79,2.54,90.44,33.17,80.42,2.52,201,Dangerous
Johannesburg,South Africa,2023-10-12,95.42,47.7,40.33,49.15,9.18,96.22,38.26,71.54,9.75,382,Dangerous
Los Angeles,USA,2023-11-04,21.92,155.97,61.99,47.61,1.38,51.61,18.28,23.96,2.67,312,Dangerous
Seoul,South Korea,2023-08-18,47.79,108.67,42.66,8.9,0.48,106.36,20.71,25.89,7.39,217,Dangerous
Madrid,Spain,2023-07-14,144.97,164.79,46.41,37.5,0.51,183.1,-7.09,79.99,16.76,580,Dangerous
Rio de Janeiro,Brazil,2023-12-03,76.9,100.04,96.91,5.92,1.86,63.41,-0.13,19.51,16.05,308,Dangerous
Cairo,Egypt,2023-03-02,33.52,92.08,43.39,33.0,6.35,155.13,35.44,52.51,2.84,184,Dangerous
Paris,France,2023-12-22,116.73,189.72,29.94,4.76,2.77,71.0,-7.21,66.92,10.82,467,Dangerous
Johannesburg,South Africa,2023-01-02,6.35,162.78,67.03,5.51,5.92,153.63,14.0,44.76,8.51,326,Dangerous
Istanbul,Turkey,2023-07-07,59.05,170.21,8.45,2.52,3.63,68.12,33.6,53.64,12.14,340,Dangerous
Mumbai,India,2023-09-08,99.39,194.55,47.03,14.51,0.75,101.81,9.57,33.07,0.71,398,Dangerous
London,UK,2023-12-24,68.57,177.51,88.61,43.75,5.29,11.77,-0.51,82.72,11.21,355,Dangerous
Berlin,Germany,2023-07-11,39.96,160.77,21.06,33.02,6.45,112.43,-5.18,88.72,9.47,322,Dangerous
Moscow,Russia,2023-03-22,107.4,23.52,8.4,39.87,7.37,156.82,13.2,54.96,9.75,430,Dangerous
Seoul,South Korea,2023-04-06,5.44,126.74,48.58,47.26,0.99,121.78,18.56,24.43,19.35,253,Dangerous
London,UK,2023-03-28,126.4,50.96,97.68,11.82,2.43,179.55,4.59,45.54,17.64,506,Dangerous
Berlin,Germany,2023-04-26,100.35,48.69,68.16,36.22,7.78,21.16,19.29,92.24,1.4,401,Dangerous
Seoul,South Korea,2023-01-17,87.05,136.06,71.47,23.76,7.43,114.11,-6.55,56.89,10.19,348,Dangerous
Rio de Janeiro,Brazil,2023-01-03,124.8,140.2,40.22,1.07,2.93,84.73,14.63,68.31,7.55,499,Dangerous
Seoul,South Korea,2023-11-17,103.45,14.31,12.44,7.18,0.2,135.17,5.28,93.55,1.63,414,Dangerous
Toronto,Canada,2023-05-02,121.1,32.07,24.19,1.5,0.44,181.8,2.02,36.11,9.95,484,Dangerous
Istanbul,Turkey,2023-07-25,37.11,68.92,57.33,26.42,8.27,104.24,32.02,39.5,16.7,148,Unhealthy
Cairo,Egypt,2023-10-14,20.08,38.08,15.22,32.2,1.75,181.23,26.56,21.66,13.25,80,Poor
